person_id,zone_id,entry_time,exit_time,dwell_s,gender,age_range,visit_date,hour_of_day
P_01117,Z_C2,2025-03-13 14:00:56,2025-03-13 14:01:25,31,M,middle_aged,2025-03-13,14
P_01183,Z_C2,2025-03-13 14:00:56,2025-03-13 14:01:26,30,F,middle_aged,2025-03-13,14
P_01134,Z_S2,2025-03-13 14:00:16,2025-03-13 14:01:32,76,F,young_adult,2025-03-13,14
P_01165,Z_S3,2025-03-13 13:57:06,2025-03-13 14:01:34,268,M,adult,2025-03-13,13
P_01105,Z_C2,2025-03-13 14:01:31,2025-03-13 14:01:34,33,M,adult,2025-03-13,14
P_01124,Z_C2,2025-03-13 14:01:06,2025-03-13 14:01:36,0,M,middle_aged,2025-03-13,14
P_01237,Z_N3,2025-03-13 13:56:48,2025-03-13 14:01:38,290,M,middle_aged,2025-03-13,13
P_01267,Z_C3,2025-03-13 14:01:28,2025-03-13 14:01:39,11,M,young_adult,2025-03-13,14
P_01114,Z_N9,2025-03-13 14:00:24,2025-03-13 14:01:44,80,F,adult,2025-03-13,14
P_01107,Z_C2,2025-03-13 14:01:37,2025-03-13 14:01:46,0,F,adult,2025-03-13,14
P_01268,Z_S5,2025-03-13 14:01:21,2025-03-13 14:01:48,27,F,middle_aged,2025-03-13,14
P_01161,Z_E1,2025-03-13 14:01:32,2025-03-13 14:01:51,19,M,adult,2025-03-13,14
P_01225,Z_C2,2025-03-13 14:01:21,2025-03-13 14:01:52,0,M,middle_aged,2025-03-13,14
P_01250,Z_CK,2025-03-13 14:00:08,2025-03-13 14:01:55,107,M,middle_aged,2025-03-13,14
P_01156,Z_S5,2025-03-13 14:00:08,2025-03-13 14:01:59,111,F,adult,2025-03-13,14
P_01105,Z_C2,2025-03-13 14:01:58,2025-03-13 14:02:04,18,M,adult,2025-03-13,14
P_01117,Z_C1,2025-03-13 14:01:37,2025-03-13 14:02:05,17,M,middle_aged,2025-03-13,14
P_01265,Z_C2,2025-03-13 14:01:36,2025-03-13 14:02:10,34,M,senior,2025-03-13,14
P_01268,Z_C1,2025-03-13 14:01:58,2025-03-13 14:02:10,12,F,middle_aged,2025-03-13,14
P_01288,Z_C2,2025-03-13 14:01:09,2025-03-13 14:02:16,25,M,adult,2025-03-13,14
P_01107,Z_C3,2025-03-13 14:02:04,2025-03-13 14:02:17,13,F,adult,2025-03-13,14
P_01124,Z_C1,2025-03-13 14:02:01,2025-03-13 14:02:18,0,M,middle_aged,2025-03-13,14
P_01245,Z_N9,2025-03-13 13:57:07,2025-03-13 14:02:20,313,M,middle_aged,2025-03-13,13
P_01134,Z_C2,2025-03-13 14:02:06,2025-03-13 14:02:20,14,F,young_adult,2025-03-13,14
P_01112,Z_N8,2025-03-13 13:59:24,2025-03-13 14:02:25,181,F,middle_aged,2025-03-13,13
P_01105,Z_C3,2025-03-13 14:02:05,2025-03-13 14:02:29,24,M,adult,2025-03-13,14
P_01285,Z_N10,2025-03-13 14:01:33,2025-03-13 14:02:31,58,M,teenager,2025-03-13,14
P_01114,Z_C2,2025-03-13 14:02:04,2025-03-13 14:02:36,30,F,adult,2025-03-13,14
P_01117,Z_C2,2025-03-13 14:02:07,2025-03-13 14:02:40,33,M,middle_aged,2025-03-13,14
P_01265,Z_C1,2025-03-13 14:02:24,2025-03-13 14:02:42,18,M,senior,2025-03-13,14
P_01225,Z_E2,2025-03-13 14:02:27,2025-03-13 14:02:42,15,M,middle_aged,2025-03-13,14
P_01160,Z_N5,2025-03-13 14:00:32,2025-03-13 14:02:43,132,M,young_adult,2025-03-13,14
P_01156,Z_C2,2025-03-13 14:02:17,2025-03-13 14:02:47,0,F,adult,2025-03-13,14
P_01280,Z_N7,2025-03-13 13:58:46,2025-03-13 14:02:53,247,F,young_adult,2025-03-13,13
P_01271,Z_S4,2025-03-13 14:01:35,2025-03-13 14:02:54,79,M,young_adult,2025-03-13,14
P_01124,Z_C1,2025-03-13 14:02:22,2025-03-13 14:02:55,17,M,middle_aged,2025-03-13,14
P_01281,Z_CK,2025-03-13 14:00:56,2025-03-13 14:02:55,119,F,adult,2025-03-13,14
P_01134,Z_C3,2025-03-13 14:02:48,2025-03-13 14:02:57,0,F,young_adult,2025-03-13,14
P_01161,Z_C3,2025-03-13 14:02:50,2025-03-13 14:02:58,0,M,adult,2025-03-13,14
P_01105,Z_C1,2025-03-13 14:02:35,2025-03-13 14:03:00,25,M,adult,2025-03-13,14
P_01269,Z_C2,2025-03-13 14:02:53,2025-03-13 14:03:04,11,F,middle_aged,2025-03-13,14
P_01243,Z_C1,2025-03-13 14:02:49,2025-03-13 14:03:06,0,M,middle_aged,2025-03-13,14
P_01114,Z_C3,2025-03-13 14:02:56,2025-03-13 14:03:09,13,F,adult,2025-03-13,14
P_01272,Z_N4,2025-03-13 13:59:30,2025-03-13 14:03:10,0,F,middle_aged,2025-03-13,13
P_01266,Z_N5,2025-03-13 14:01:07,2025-03-13 14:03:19,0,M,young_adult,2025-03-13,14
P_01107,Z_N5,2025-03-13 14:02:49,2025-03-13 14:03:29,40,F,adult,2025-03-13,14
P_01134,Z_C1,2025-03-13 14:03:20,2025-03-13 14:03:29,0,F,young_adult,2025-03-13,14
P_01114,Z_E1,2025-03-13 14:03:17,2025-03-13 14:03:30,13,F,adult,2025-03-13,14
P_01156,Z_C1,2025-03-13 14:03:04,2025-03-13 14:03:32,28,F,adult,2025-03-13,14
P_01286,Z_S1,2025-03-13 13:59:55,2025-03-13 14:03:37,0,F,young_adult,2025-03-13,13
P_01160,Z_N9,2025-03-13 14:03:18,2025-03-13 14:03:38,149,M,young_adult,2025-03-13,14
P_01266,Z_C1,2025-03-13 14:03:27,2025-03-13 14:03:43,16,M,young_adult,2025-03-13,14
P_01287,Z_S3,2025-03-13 14:00:40,2025-03-13 14:03:47,187,F,young_adult,2025-03-13,14
P_01265,Z_S4,2025-03-13 14:02:51,2025-03-13 14:03:49,58,M,senior,2025-03-13,14
P_01225,Z_N3,2025-03-13 14:02:44,2025-03-13 14:03:54,70,M,middle_aged,2025-03-13,14
P_01183,Z_N5,2025-03-13 14:01:53,2025-03-13 14:03:56,123,F,middle_aged,2025-03-13,14
P_01282,Z_S1,2025-03-13 14:01:22,2025-03-13 14:03:57,155,F,child,2025-03-13,14
P_01114,Z_C1,2025-03-13 14:03:44,2025-03-13 14:04:06,22,F,adult,2025-03-13,14
P_01270,Z_C2,2025-03-13 14:03:40,2025-03-13 14:04:07,27,F,middle_aged,2025-03-13,14
P_01269,Z_C3,2025-03-13 14:03:39,2025-03-13 14:04:09,30,F,middle_aged,2025-03-13,14
P_01237,Z_S5,2025-03-13 14:02:29,2025-03-13 14:04:13,156,M,middle_aged,2025-03-13,14
P_01280,Z_N2,2025-03-13 14:03:21,2025-03-13 14:04:14,53,F,young_adult,2025-03-13,14
P_01285,Z_N3,2025-03-13 14:02:47,2025-03-13 14:04:21,94,M,teenager,2025-03-13,14
P_01134,Z_C2,2025-03-13 14:04:03,2025-03-13 14:04:21,31,F,young_adult,2025-03-13,14
P_01266,Z_C2,2025-03-13 14:03:52,2025-03-13 14:04:24,30,M,young_adult,2025-03-13,14
P_01286,Z_C2,2025-03-13 14:04:04,2025-03-13 14:04:24,0,F,young_adult,2025-03-13,14
P_01265,Z_C2,2025-03-13 14:04:04,2025-03-13 14:04:32,28,M,senior,2025-03-13,14
P_01287,Z_C2,2025-03-13 14:04:05,2025-03-13 14:04:36,0,F,young_adult,2025-03-13,14
P_01271,Z_C2,2025-03-13 14:04:07,2025-03-13 14:04:37,0,M,young_adult,2025-03-13,14
P_01284,Z_N8,2025-03-13 14:00:54,2025-03-13 14:04:39,225,M,adult,2025-03-13,14
P_01237,Z_C2,2025-03-13 14:04:32,2025-03-13 14:04:42,0,M,middle_aged,2025-03-13,14
P_01215,Z_N7,2025-03-13 14:01:20,2025-03-13 14:04:45,205,F,senior,2025-03-13,14
P_01270,Z_C1,2025-03-13 14:04:30,2025-03-13 14:04:48,18,F,middle_aged,2025-03-13,14
P_01114,Z_C2,2025-03-13 14:04:36,2025-03-13 14:04:51,15,F,adult,2025-03-13,14
P_01122,Z_N10,2025-03-13 14:00:01,2025-03-13 14:04:52,291,F,adult,2025-03-13,14
P_01204,Z_N9,2025-03-13 13:58:43,2025-03-13 14:04:55,102,F,middle_aged,2025-03-13,13
P_01161,Z_N9,2025-03-13 14:03:17,2025-03-13 14:04:55,98,M,adult,2025-03-13,14
P_01280,Z_E1,2025-03-13 14:04:37,2025-03-13 14:04:55,18,F,young_adult,2025-03-13,14
P_01127,Z_N6,2025-03-13 13:58:27,2025-03-13 14:05:06,147,M,middle_aged,2025-03-13,13
P_01266,Z_C1,2025-03-13 14:04:56,2025-03-13 14:05:07,11,M,young_adult,2025-03-13,14
P_01282,Z_S6,2025-03-13 14:04:13,2025-03-13 14:05:07,54,F,child,2025-03-13,14
P_01265,Z_C3,2025-03-13 14:04:53,2025-03-13 14:05:08,15,M,senior,2025-03-13,14
P_01271,Z_C3,2025-03-13 14:04:57,2025-03-13 14:05:08,11,M,young_adult,2025-03-13,14
P_01286,Z_C3,2025-03-13 14:04:48,2025-03-13 14:05:08,21,F,young_adult,2025-03-13,14
P_01287,Z_C3,2025-03-13 14:04:49,2025-03-13 14:05:09,0,F,young_adult,2025-03-13,14
P_01134,Z_N10,2025-03-13 14:04:35,2025-03-13 14:05:10,35,F,young_adult,2025-03-13,14
P_01117,Z_CK,2025-03-13 14:02:43,2025-03-13 14:05:12,149,M,middle_aged,2025-03-13,14
P_01165,Z_N10,2025-03-13 14:02:53,2025-03-13 14:05:16,143,M,adult,2025-03-13,14
P_01134,Z_E2,2025-03-13 14:05:12,2025-03-13 14:05:21,0,F,young_adult,2025-03-13,14
P_01161,Z_C2,2025-03-13 14:05:07,2025-03-13 14:05:22,15,M,adult,2025-03-13,14
P_01237,Z_C3,2025-03-13 14:04:55,2025-03-13 14:05:24,29,M,middle_aged,2025-03-13,14
P_01127,Z_E2,2025-03-13 14:05:21,2025-03-13 14:05:28,0,M,middle_aged,2025-03-13,14
P_01156,Z_S1,2025-03-13 14:03:46,2025-03-13 14:05:28,102,F,adult,2025-03-13,14
P_01114,Z_C3,2025-03-13 14:05:08,2025-03-13 14:05:38,30,F,adult,2025-03-13,14
P_01160,Z_N9,2025-03-13 14:03:47,2025-03-13 14:05:47,261,M,young_adult,2025-03-13,14
P_01114,Z_C2,2025-03-13 14:05:42,2025-03-13 14:05:50,21,F,adult,2025-03-13,14
P_01286,Z_C2,2025-03-13 14:05:34,2025-03-13 14:05:55,21,F,young_adult,2025-03-13,14
P_01243,Z_S5,2025-03-13 14:03:23,2025-03-13 14:05:59,0,M,middle_aged,2025-03-13,14
P_01284,Z_C1,2025-03-13 14:05:49,2025-03-13 14:06:01,12,M,adult,2025-03-13,14
P_01122,Z_C2,2025-03-13 14:05:18,2025-03-13 14:06:03,32,F,adult,2025-03-13,14
P_01287,Z_C1,2025-03-13 14:05:45,2025-03-13 14:06:10,25,F,young_adult,2025-03-13,14
P_01161,Z_C2,2025-03-13 14:05:40,2025-03-13 14:06:13,33,M,adult,2025-03-13,14
P_01265,Z_N10,2025-03-13 14:05:31,2025-03-13 14:06:14,43,M,senior,2025-03-13,14
P_01286,Z_C1,2025-03-13 14:06:14,2025-03-13 14:06:30,16,F,young_adult,2025-03-13,14
P_01105,Z_CK,2025-03-13 14:03:11,2025-03-13 14:06:32,201,M,adult,2025-03-13,14
P_01282,Z_S4,2025-03-13 14:05:40,2025-03-13 14:06:32,52,F,child,2025-03-13,14
P_01289,Z_E1,2025-03-13 14:06:25,2025-03-13 14:06:33,0,F,young_adult,2025-03-13,14
P_01237,Z_C2,2025-03-13 14:06:13,2025-03-13 14:06:34,21,M,middle_aged,2025-03-13,14
P_01122,Z_C1,2025-03-13 14:06:06,2025-03-13 14:06:37,31,F,adult,2025-03-13,14
P_01107,Z_N1,2025-03-13 14:03:39,2025-03-13 14:06:43,184,F,adult,2025-03-13,14
P_01270,Z_N9,2025-03-13 14:05:06,2025-03-13 14:06:44,98,F,middle_aged,2025-03-13,14
P_01287,Z_S5,2025-03-13 14:06:21,2025-03-13 14:06:44,23,F,young_adult,2025-03-13,14
P_01112,Z_CK,2025-03-13 14:02:39,2025-03-13 14:06:44,245,F,middle_aged,2025-03-13,14
P_01268,Z_S6,2025-03-13 14:02:20,2025-03-13 14:06:48,268,F,middle_aged,2025-03-13,14
P_01225,Z_N6,2025-03-13 14:04:21,2025-03-13 14:06:48,0,M,middle_aged,2025-03-13,14
P_01124,Z_S4,2025-03-13 14:03:23,2025-03-13 14:06:51,208,M,middle_aged,2025-03-13,14
P_01105,Z_C1,2025-03-13 14:06:42,2025-03-13 14:06:55,13,M,adult,2025-03-13,14
P_01156,Z_C3,2025-03-13 14:06:36,2025-03-13 14:06:57,21,F,adult,2025-03-13,14
P_01284,Z_E2,2025-03-13 14:06:50,2025-03-13 14:07:01,11,M,adult,2025-03-13,14
P_01268,Z_E2,2025-03-13 14:06:53,2025-03-13 14:07:02,0,F,middle_aged,2025-03-13,14
P_01265,Z_C2,2025-03-13 14:06:40,2025-03-13 14:07:03,23,M,senior,2025-03-13,14
P_01114,Z_N7,2025-03-13 14:06:01,2025-03-13 14:07:04,63,F,adult,2025-03-13,14
P_01160,Z_N7,2025-03-13 14:06:01,2025-03-13 14:07:05,64,M,young_adult,2025-03-13,14
P_01282,Z_C2,2025-03-13 14:06:45,2025-03-13 14:07:05,20,F,child,2025-03-13,14
P_01124,Z_C3,2025-03-13 14:06:52,2025-03-13 14:07:06,14,M,middle_aged,2025-03-13,14
P_01269,Z_N4,2025-03-13 14:04:28,2025-03-13 14:07:07,159,F,middle_aged,2025-03-13,14
P_01286,Z_C1,2025-03-13 14:06:48,2025-03-13 14:07:10,22,F,young_adult,2025-03-13,14
P_01183,Z_N10,2025-03-13 14:04:26,2025-03-13 14:07:22,176,F,middle_aged,2025-03-13,14
P_01204,Z_S1,2025-03-13 14:04:58,2025-03-13 14:07:22,144,F,middle_aged,2025-03-13,14
P_01241,Z_N8,2025-03-13 14:01:48,2025-03-13 14:07:24,336,F,senior,2025-03-13,14
P_01165,Z_N1,2025-03-13 14:05:17,2025-03-13 14:07:30,133,M,adult,2025-03-13,14
P_01127,Z_N9,2025-03-13 14:05:45,2025-03-13 14:07:30,105,M,middle_aged,2025-03-13,14
P_01156,Z_C2,2025-03-13 14:07:22,2025-03-13 14:07:32,0,F,adult,2025-03-13,14
P_01268,Z_C2,2025-03-13 14:07:22,2025-03-13 14:07:32,0,F,middle_aged,2025-03-13,14
P_01290,Z_E1,2025-03-13 14:07:37,2025-03-13 14:07:44,0,F,teenager,2025-03-13,14
P_01265,Z_C3,2025-03-13 14:07:20,2025-03-13 14:07:47,27,M,senior,2025-03-13,14
P_01271,Z_N8,2025-03-13 14:05:42,2025-03-13 14:07:49,127,M,young_adult,2025-03-13,14
P_01160,Z_C2,2025-03-13 14:07:31,2025-03-13 14:07:53,22,M,young_adult,2025-03-13,14
P_01282,Z_C1,2025-03-13 14:07:34,2025-03-13 14:07:54,20,F,child,2025-03-13,14
P_01241,Z_C2,2025-03-13 14:07:39,2025-03-13 14:07:57,18,F,senior,2025-03-13,14
P_01286,Z_C3,2025-03-13 14:07:41,2025-03-13 14:08:01,20,F,young_adult,2025-03-13,14
P_01134,Z_N8,2025-03-13 14:05:24,2025-03-13 14:08:08,164,F,young_adult,2025-03-13,14
P_01267,Z_N9,2025-03-13 14:01:56,2025-03-13 14:08:08,102,M,young_adult,2025-03-13,14
P_01204,Z_C3,2025-03-13 14:07:53,2025-03-13 14:08:11,18,F,middle_aged,2025-03-13,14
P_01291,Z_E1,2025-03-13 14:07:54,2025-03-13 14:08:12,18,F,young_adult,2025-03-13,14
P_01156,Z_C1,2025-03-13 14:08:01,2025-03-13 14:08:13,12,F,adult,2025-03-13,14
P_01268,Z_C2,2025-03-13 14:07:54,2025-03-13 14:08:14,17,F,middle_aged,2025-03-13,14
P_01241,Z_C1,2025-03-13 14:08:05,2025-03-13 14:08:14,0,F,senior,2025-03-13,14
P_01271,Z_C1,2025-03-13 14:08:02,2025-03-13 14:08:17,15,M,young_adult,2025-03-13,14
P_01290,Z_C1,2025-03-13 14:07:56,2025-03-13 14:08:21,25,F,teenager,2025-03-13,14
P_01285,Z_N9,2025-03-13 14:04:52,2025-03-13 14:08:23,211,M,teenager,2025-03-13,14
P_01284,Z_E1,2025-03-13 14:08:08,2025-03-13 14:08:25,17,M,adult,2025-03-13,14
P_01122,Z_CK,2025-03-13 14:07:02,2025-03-13 14:08:26,84,F,adult,2025-03-13,14
P_01269,Z_C2,2025-03-13 14:07:57,2025-03-13 14:08:28,0,F,middle_aged,2025-03-13,14
P_01160,Z_C2,2025-03-13 14:07:58,2025-03-13 14:08:29,31,M,young_adult,2025-03-13,14
P_01107,Z_N5,2025-03-13 14:07:01,2025-03-13 14:08:48,107,F,adult,2025-03-13,14
P_01267,Z_C2,2025-03-13 14:08:39,2025-03-13 14:08:52,13,M,young_adult,2025-03-13,14
P_01122,Z_E2,2025-03-13 14:08:41,2025-03-13 14:08:54,13,F,adult,2025-03-13,14
P_01112,Z_N8,2025-03-13 14:06:53,2025-03-13 14:09:02,129,F,middle_aged,2025-03-13,14
P_01291,Z_C1,2025-03-13 14:08:43,2025-03-13 14:09:03,20,F,young_adult,2025-03-13,14
P_01204,Z_C1,2025-03-13 14:08:34,2025-03-13 14:09:06,22,F,middle_aged,2025-03-13,14
P_01269,Z_C1,2025-03-13 14:08:46,2025-03-13 14:09:08,0,F,middle_aged,2025-03-13,14
P_01284,Z_C1,2025-03-13 14:08:57,2025-03-13 14:09:11,14,M,adult,2025-03-13,14
P_01282,Z_CK,2025-03-13 14:08:24,2025-03-13 14:09:11,47,F,child,2025-03-13,14
P_01289,Z_S3,2025-03-13 14:07:05,2025-03-13 14:09:17,132,F,young_adult,2025-03-13,14
P_01156,Z_S5,2025-03-13 14:08:26,2025-03-13 14:09:19,53,F,adult,2025-03-13,14
P_01286,Z_N3,2025-03-13 14:08:36,2025-03-13 14:09:19,43,F,young_adult,2025-03-13,14
P_01225,Z_N8,2025-03-13 14:07:13,2025-03-13 14:09:21,353,M,middle_aged,2025-03-13,14
P_01290,Z_C2,2025-03-13 14:08:53,2025-03-13 14:09:24,31,F,teenager,2025-03-13,14
P_01267,Z_C1,2025-03-13 14:08:59,2025-03-13 14:09:24,13,M,young_adult,2025-03-13,14
P_01114,Z_N9,2025-03-13 14:07:20,2025-03-13 14:09:26,126,F,adult,2025-03-13,14
P_01271,Z_C1,2025-03-13 14:09:11,2025-03-13 14:09:31,0,M,young_adult,2025-03-13,14
P_01286,Z_E2,2025-03-13 14:09:21,2025-03-13 14:09:35,14,F,young_adult,2025-03-13,14
P_01280,Z_N9,2025-03-13 14:05:29,2025-03-13 14:09:36,247,F,young_adult,2025-03-13,14
P_01215,Z_N3,2025-03-13 14:05:13,2025-03-13 14:09:43,270,F,senior,2025-03-13,14
P_01112,Z_C2,2025-03-13 14:09:22,2025-03-13 14:09:48,26,F,middle_aged,2025-03-13,14
P_01285,Z_N4,2025-03-13 14:08:49,2025-03-13 14:09:52,63,M,teenager,2025-03-13,14
P_01280,Z_C2,2025-03-13 14:09:43,2025-03-13 14:09:55,25,F,young_adult,2025-03-13,14
P_01284,Z_C2,2025-03-13 14:09:37,2025-03-13 14:09:56,19,M,adult,2025-03-13,14
P_01286,Z_C2,2025-03-13 14:09:46,2025-03-13 14:09:56,0,F,young_adult,2025-03-13,14
P_01124,Z_S1,2025-03-13 14:07:08,2025-03-13 14:10:02,174,M,middle_aged,2025-03-13,14
P_01282,Z_E1,2025-03-13 14:09:45,2025-03-13 14:10:02,17,F,child,2025-03-13,14
P_01271,Z_E2,2025-03-13 14:09:47,2025-03-13 14:10:04,17,M,young_adult,2025-03-13,14
P_01114,Z_C3,2025-03-13 14:09:47,2025-03-13 14:10:07,20,F,adult,2025-03-13,14
P_01215,Z_C2,2025-03-13 14:09:58,2025-03-13 14:10:09,11,F,senior,2025-03-13,14
P_01117,Z_N1,2025-03-13 14:05:15,2025-03-13 14:10:09,152,M,middle_aged,2025-03-13,14
P_01127,Z_N1,2025-03-13 14:07:37,2025-03-13 14:10:10,0,M,middle_aged,2025-03-13,14
P_01289,Z_C2,2025-03-13 14:09:30,2025-03-13 14:10:11,26,F,young_adult,2025-03-13,14
P_01183,Z_N4,2025-03-13 14:07:29,2025-03-13 14:10:13,164,F,middle_aged,2025-03-13,14
P_01280,Z_C1,2025-03-13 14:09:56,2025-03-13 14:10:16,22,F,young_adult,2025-03-13,14
P_01290,Z_C3,2025-03-13 14:09:49,2025-03-13 14:10:18,29,F,teenager,2025-03-13,14
P_01266,Z_S4,2025-03-13 14:05:37,2025-03-13 14:10:27,290,M,young_adult,2025-03-13,14
P_01293,Z_C1,2025-03-13 14:10:09,2025-03-13 14:10:31,0,F,young_adult,2025-03-13,14
P_01112,Z_C1,2025-03-13 14:10:09,2025-03-13 14:10:33,24,F,middle_aged,2025-03-13,14
P_01287,Z_CK,2025-03-13 14:06:59,2025-03-13 14:10:35,216,F,young_adult,2025-03-13,14
P_01284,Z_C3,2025-03-13 14:10:14,2025-03-13 14:10:36,22,M,adult,2025-03-13,14
P_01286,Z_C3,2025-03-13 14:10:08,2025-03-13 14:10:37,29,F,young_adult,2025-03-13,14
P_01165,Z_N1,2025-03-13 14:07:44,2025-03-13 14:10:40,176,M,adult,2025-03-13,14
P_01215,Z_C1,2025-03-13 14:10:30,2025-03-13 14:10:40,0,F,senior,2025-03-13,14
P_01112,Z_CK,2025-03-13 14:10:43,2025-03-13 14:10:43,0,F,middle_aged,2025-03-13,14
P_01285,Z_C2,2025-03-13 14:10:13,2025-03-13 14:10:45,32,M,teenager,2025-03-13,14
P_01127,Z_C1,2025-03-13 14:10:39,2025-03-13 14:10:47,0,M,middle_aged,2025-03-13,14
P_01183,Z_C2,2025-03-13 14:10:22,2025-03-13 14:10:52,30,F,middle_aged,2025-03-13,14
P_01105,Z_S4,2025-03-13 14:07:24,2025-03-13 14:10:53,297,M,adult,2025-03-13,14
P_01286,Z_C1,2025-03-13 14:10:45,2025-03-13 14:10:53,0,F,young_adult,2025-03-13,14
P_01266,Z_C1,2025-03-13 14:10:30,2025-03-13 14:10:56,26,M,young_adult,2025-03-13,14
P_01265,Z_N2,2025-03-13 14:08:08,2025-03-13 14:10:57,169,M,senior,2025-03-13,14
P_01271,Z_C2,2025-03-13 14:10:40,2025-03-13 14:11:02,22,M,young_adult,2025-03-13,14
P_01160,Z_CK,2025-03-13 14:08:36,2025-03-13 14:11:07,66,M,young_adult,2025-03-13,14
P_01267,Z_CK,2025-03-13 14:09:36,2025-03-13 14:11:08,0,M,young_adult,2025-03-13,14
P_01280,Z_C2,2025-03-13 14:10:44,2025-03-13 14:11:08,24,F,young_adult,2025-03-13,14
P_01284,Z_C2,2025-03-13 14:11:04,2025-03-13 14:11:13,0,M,adult,2025-03-13,14
P_01289,Z_E2,2025-03-13 14:10:53,2025-03-13 14:11:13,20,F,young_adult,2025-03-13,14
P_01112,Z_E1,2025-03-13 14:10:57,2025-03-13 14:11:16,19,F,middle_aged,2025-03-13,14
P_01265,Z_E1,2025-03-13 14:11:15,2025-03-13 14:11:25,0,M,senior,2025-03-13,14
P_01215,Z_CK,2025-03-13 14:11:12,2025-03-13 14:11:26,297,F,senior,2025-03-13,14
P_01183,Z_E1,2025-03-13 14:11:16,2025-03-13 14:11:29,13,F,middle_aged,2025-03-13,14
P_01134,Z_N1,2025-03-13 14:08:26,2025-03-13 14:11:32,186,F,young_adult,2025-03-13,14
P_01286,Z_N2,2025-03-13 14:10:55,2025-03-13 14:11:38,43,F,young_adult,2025-03-13,14
P_01124,Z_N10,2025-03-13 14:10:29,2025-03-13 14:11:40,365,M,middle_aged,2025-03-13,14
P_01266,Z_C1,2025-03-13 14:11:26,2025-03-13 14:11:44,18,M,young_adult,2025-03-13,14
P_01112,Z_C1,2025-03-13 14:11:27,2025-03-13 14:11:46,23,F,middle_aged,2025-03-13,14
P_01267,Z_E2,2025-03-13 14:11:38,2025-03-13 14:11:48,0,M,young_adult,2025-03-13,14
P_01285,Z_C1,2025-03-13 14:11:16,2025-03-13 14:11:49,33,M,teenager,2025-03-13,14
P_01269,Z_S5,2025-03-13 14:09:40,2025-03-13 14:11:53,133,F,middle_aged,2025-03-13,14
P_01160,Z_C2,2025-03-13 14:11:26,2025-03-13 14:11:55,29,M,young_adult,2025-03-13,14
P_01271,Z_E1,2025-03-13 14:11:41,2025-03-13 14:11:55,14,M,young_adult,2025-03-13,14
P_01215,Z_E1,2025-03-13 14:11:43,2025-03-13 14:11:55,12,F,senior,2025-03-13,14
P_01122,Z_N5,2025-03-13 14:09:55,2025-03-13 14:11:55,120,F,adult,2025-03-13,14
P_01280,Z_C1,2025-03-13 14:11:46,2025-03-13 14:11:59,13,F,young_adult,2025-03-13,14
P_01134,Z_C3,2025-03-13 14:11:36,2025-03-13 14:12:02,26,F,young_adult,2025-03-13,14
P_01284,Z_C3,2025-03-13 14:11:33,2025-03-13 14:12:03,30,M,adult,2025-03-13,14
P_01183,Z_C1,2025-03-13 14:11:42,2025-03-13 14:12:05,0,F,middle_aged,2025-03-13,14
P_01268,Z_N2,2025-03-13 14:08:45,2025-03-13 14:12:16,211,F,middle_aged,2025-03-13,14
P_01134,Z_C2,2025-03-13 14:12:05,2025-03-13 14:12:16,11,F,young_adult,2025-03-13,14
P_01266,Z_C3,2025-03-13 14:12:08,2025-03-13 14:12:19,11,M,young_adult,2025-03-13,14
P_01161,Z_S4,2025-03-13 14:06:21,2025-03-13 14:12:21,272,M,adult,2025-03-13,14
P_01134,Z_C2,2025-03-13 14:12:19,2025-03-13 14:12:29,0,F,young_adult,2025-03-13,14
P_01183,Z_C2,2025-03-13 14:12:20,2025-03-13 14:12:35,15,F,middle_aged,2025-03-13,14
P_01280,Z_E1,2025-03-13 14:12:23,2025-03-13 14:12:35,12,F,young_adult,2025-03-13,14
P_01122,Z_C2,2025-03-13 14:12:23,2025-03-13 14:12:41,18,F,adult,2025-03-13,14
P_01124,Z_N2,2025-03-13 14:11:59,2025-03-13 14:12:47,48,M,middle_aged,2025-03-13,14
P_01204,Z_CK,2025-03-13 14:09:38,2025-03-13 14:12:52,129,F,middle_aged,2025-03-13,14
P_01280,Z_E2,2025-03-13 14:12:48,2025-03-13 14:12:58,0,F,young_adult,2025-03-13,14
P_01269,Z_E1,2025-03-13 14:12:48,2025-03-13 14:12:59,11,F,middle_aged,2025-03-13,14
P_01268,Z_C3,2025-03-13 14:12:30,2025-03-13 14:12:59,29,F,middle_aged,2025-03-13,14
P_01134,Z_C1,2025-03-13 14:12:37,2025-03-13 14:13:08,34,F,young_adult,2025-03-13,14
P_01160,Z_CK,2025-03-13 14:12:06,2025-03-13 14:13:09,148,M,young_adult,2025-03-13,14
P_01284,Z_C2,2025-03-13 14:12:49,2025-03-13 14:13:21,32,M,adult,2025-03-13,14
P_01268,Z_E1,2025-03-13 14:13:18,2025-03-13 14:13:23,0,F,middle_aged,2025-03-13,14
P_01204,Z_C3,2025-03-13 14:13:00,2025-03-13 14:13:29,29,F,middle_aged,2025-03-13,14
P_01280,Z_C3,2025-03-13 14:13:04,2025-03-13 14:13:35,31,F,young_adult,2025-03-13,14
P_01266,Z_N9,2025-03-13 14:12:49,2025-03-13 14:13:36,47,M,young_adult,2025-03-13,14
P_01122,Z_C1,2025-03-13 14:13:04,2025-03-13 14:13:38,34,F,adult,2025-03-13,14
P_01291,Z_S7,2025-03-13 14:09:46,2025-03-13 14:13:38,232,F,young_adult,2025-03-13,14
